2025-08-25 19:29:38 | INFO     | llm_api.py:list_models:36 | Received list_models request
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection_pool.py", line 236, in handle_async_request
    |     response = await connection.handle_async_request(
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection.py", line 101, in handle_async_request
    |     raise exc
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection.py", line 78, in handle_async_request
    |     stream = await self._connect(request)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection.py", line 156, in _connect
    |     stream = await stream.start_tls(**kwargs)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_backends\anyio.py", line 67, in start_tls
    |     with map_exceptions(exc_map):
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 153, in __exit__
    |     self.gen.throw(typ, value, traceback)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_exceptions.py", line 14, in map_exceptions
    |     raise to_exc(exc) from exc
    | httpcore.ConnectError
    | 
    | The above exception was the direct cause of the following exception:
    | 
    | Traceback (most recent call last):
    |   File "D:\venvs\comfyui\lib\site-packages\mcp\client\sse.py", line 60, in sse_client
    |     async with aconnect_sse(
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 199, in __aenter__
    |     return await anext(self.gen)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx_sse\_api.py", line 74, in aconnect_sse
    |     async with client.stream(method, url, headers=headers, **kwargs) as response:
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 199, in __aenter__
    |     return await anext(self.gen)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1583, in stream
    |     response = await self.send(
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1629, in send
    |     response = await self._send_handling_auth(
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1657, in _send_handling_auth
    |     response = await self._send_handling_redirects(
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1694, in _send_handling_redirects
    |     response = await self._send_single_request(request)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1730, in _send_single_request
    |     response = await transport.handle_async_request(request)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 393, in handle_async_request
    |     with map_httpcore_exceptions():
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 153, in __exit__
    |     self.gen.throw(typ, value, traceback)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 118, in map_httpcore_exceptions
    |     raise mapped_exc(message) from exc
    | httpx.ConnectError
    +------------------------------------

2025-09-10 19:18:26 | INFO     | conversation_api.py:invoke_chat:191 | -- Received ext data: None, finished: True
2025-09-10 19:18:26 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 115 chars, ext: False, finished: True
2025-09-10 19:19:39 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 19:19:40 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 36
2025-09-10 19:19:40 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 19:19:40 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: a0f8b38e26f4...
2025-09-10 19:19:40 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 19:19:40 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 15 historical messages
2025-09-10 19:19:40 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 36 for session 0711a802-3967-42d6-a5c6-be3a98022ae3
2025-09-10 19:19:40 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '0711a802-3967-42d6-a5c6-be3a98022ae3', 'workflow_checkpoint_id': 36, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gemini-2.5-flash'}
2025-09-10 19:20:02 | ERROR    | mcp_client.py:comfyui_agent_invoke:486 | Error in comfyui_agent_invoke: unhandled errors in a TaskGroup (1 sub-exception)
2025-09-10 19:20:02 | ERROR    | mcp_client.py:comfyui_agent_invoke:487 | Traceback:   + Exception Group Traceback (most recent call last):
  |   File "D:\AI\ComfyUI\custom_nodes\ComfyUI-Copilot\backend\service\mcp_client.py", line 61, in comfyui_agent_invoke
  |     async with MCPServerSse(
  |   File "D:\venvs\comfyui\lib\site-packages\agents\mcp\server.py", line 237, in __aenter__
  |     await self.connect()
  |   File "D:\venvs\comfyui\lib\site-packages\agents\mcp\server.py", line 262, in connect
  |     transport = await self.exit_stack.enter_async_context(self.create_streams())
  |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 619, in enter_async_context
  |     result = await _cm_type.__aenter__(cm)
  |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 199, in __aenter__
  |     return await anext(self.gen)
  |   File "D:\venvs\comfyui\lib\site-packages\mcp\client\sse.py", line 54, in sse_client
  |     async with anyio.create_task_group() as tg:
  |   File "D:\venvs\comfyui\lib\site-packages\anyio\_backends\_asyncio.py", line 772, in __aexit__
  |     raise BaseExceptionGroup(
  | exceptiongroup.ExceptionGroup: unhandled errors in a TaskGroup (1 sub-exception)
  +-+---------------- 1 ----------------
    | Traceback (most recent call last):
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 101, in map_httpcore_exceptions
    |     yield
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 394, in handle_async_request
    |     resp = await self._pool.handle_async_request(req)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection_pool.py", line 256, in handle_async_request
    |     raise exc from None
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection_pool.py", line 236, in handle_async_request
    |     response = await connection.handle_async_request(
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection.py", line 101, in handle_async_request
    |     raise exc
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection.py", line 78, in handle_async_request
    |     stream = await self._connect(request)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection.py", line 124, in _connect
    |     stream = await self._network_backend.connect_tcp(**kwargs)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_backends\auto.py", line 31, in connect_tcp
    |     return await self._backend.connect_tcp(
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_backends\anyio.py", line 113, in connect_tcp
    |     with map_exceptions(exc_map):
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 153, in __exit__
    |     self.gen.throw(typ, value, traceback)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_exceptions.py", line 14, in map_exceptions
    |     raise to_exc(exc) from exc
    | httpcore.ConnectError: All connection attempts failed
    | 
    | The above exception was the direct cause of the following exception:
    | 
    | Traceback (most recent call last):
    |   File "D:\venvs\comfyui\lib\site-packages\mcp\client\sse.py", line 60, in sse_client
    |     async with aconnect_sse(
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 199, in __aenter__
    |     return await anext(self.gen)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx_sse\_api.py", line 74, in aconnect_sse
    |     async with client.stream(method, url, headers=headers, **kwargs) as response:
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 199, in __aenter__
    |     return await anext(self.gen)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1583, in stream
    |     response = await self.send(
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1629, in send
    |     response = await self._send_handling_auth(
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1657, in _send_handling_auth
    |     response = await self._send_handling_redirects(
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1694, in _send_handling_redirects
    |     response = await self._send_single_request(request)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1730, in _send_single_request
    |     response = await transport.handle_async_request(request)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 393, in handle_async_request
    |     with map_httpcore_exceptions():
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 153, in __exit__
    |     self.gen.throw(typ, value, traceback)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 118, in map_httpcore_exceptions
    |     raise mapped_exc(message) from exc
    | httpx.ConnectError: All connection attempts failed
    +------------------------------------

2025-09-10 19:20:02 | INFO     | conversation_api.py:invoke_chat:191 | -- Received ext data: None, finished: True
2025-09-10 19:20:02 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 115 chars, ext: False, finished: True
2025-09-10 19:20:53 | INFO     | llm_api.py:list_models:36 | Received list_models request
2025-09-10 19:21:35 | ERROR    | llm_api.py:list_models:67 | Error in list_models: HTTPSConnectionPool(host='comfyui-copilot-server.onrender.com', port=443): Max retries exceeded with url: /v1/models (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001B3C9821A50>, 'Connection to comfyui-copilot-server.onrender.com timed out. (connect timeout=None)'))
2025-09-10 19:21:35 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 19:21:35 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 37
2025-09-10 19:21:35 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 19:21:35 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: a0f8b38e26f4...
2025-09-10 19:21:35 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 19:21:35 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 17 historical messages
2025-09-10 19:21:35 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 37 for session 0711a802-3967-42d6-a5c6-be3a98022ae3
2025-09-10 19:21:35 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '0711a802-3967-42d6-a5c6-be3a98022ae3', 'workflow_checkpoint_id': 37, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gemini-2.5-flash'}
2025-09-10 19:21:57 | ERROR    | mcp_client.py:comfyui_agent_invoke:486 | Error in comfyui_agent_invoke: unhandled errors in a TaskGroup (1 sub-exception)
2025-09-10 19:21:57 | ERROR    | mcp_client.py:comfyui_agent_invoke:487 | Traceback:   + Exception Group Traceback (most recent call last):
  |   File "D:\AI\ComfyUI\custom_nodes\ComfyUI-Copilot\backend\service\mcp_client.py", line 61, in comfyui_agent_invoke
  |     async with MCPServerSse(
  |   File "D:\venvs\comfyui\lib\site-packages\agents\mcp\server.py", line 237, in __aenter__
  |     await self.connect()
  |   File "D:\venvs\comfyui\lib\site-packages\agents\mcp\server.py", line 262, in connect
  |     transport = await self.exit_stack.enter_async_context(self.create_streams())
  |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 619, in enter_async_context
  |     result = await _cm_type.__aenter__(cm)
  |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 199, in __aenter__
  |     return await anext(self.gen)
  |   File "D:\venvs\comfyui\lib\site-packages\mcp\client\sse.py", line 54, in sse_client
  |     async with anyio.create_task_group() as tg:
  |   File "D:\venvs\comfyui\lib\site-packages\anyio\_backends\_asyncio.py", line 772, in __aexit__
  |     raise BaseExceptionGroup(
  | exceptiongroup.ExceptionGroup: unhandled errors in a TaskGroup (1 sub-exception)
  +-+---------------- 1 ----------------
    | Traceback (most recent call last):
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 101, in map_httpcore_exceptions
    |     yield
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 394, in handle_async_request
    |     resp = await self._pool.handle_async_request(req)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection_pool.py", line 256, in handle_async_request
    |     raise exc from None
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection_pool.py", line 236, in handle_async_request
    |     response = await connection.handle_async_request(
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection.py", line 101, in handle_async_request
    |     raise exc
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection.py", line 78, in handle_async_request
    |     stream = await self._connect(request)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection.py", line 124, in _connect
    |     stream = await self._network_backend.connect_tcp(**kwargs)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_backends\auto.py", line 31, in connect_tcp
    |     return await self._backend.connect_tcp(
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_backends\anyio.py", line 113, in connect_tcp
    |     with map_exceptions(exc_map):
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 153, in __exit__
    |     self.gen.throw(typ, value, traceback)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_exceptions.py", line 14, in map_exceptions
    |     raise to_exc(exc) from exc
    | httpcore.ConnectError: All connection attempts failed
    | 
    | The above exception was the direct cause of the following exception:
    | 
    | Traceback (most recent call last):
    |   File "D:\venvs\comfyui\lib\site-packages\mcp\client\sse.py", line 60, in sse_client
    |     async with aconnect_sse(
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 199, in __aenter__
    |     return await anext(self.gen)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx_sse\_api.py", line 74, in aconnect_sse
    |     async with client.stream(method, url, headers=headers, **kwargs) as response:
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 199, in __aenter__
    |     return await anext(self.gen)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1583, in stream
    |     response = await self.send(
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1629, in send
    |     response = await self._send_handling_auth(
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1657, in _send_handling_auth
    |     response = await self._send_handling_redirects(
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1694, in _send_handling_redirects
    |     response = await self._send_single_request(request)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1730, in _send_single_request
    |     response = await transport.handle_async_request(request)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 393, in handle_async_request
    |     with map_httpcore_exceptions():
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 153, in __exit__
    |     self.gen.throw(typ, value, traceback)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 118, in map_httpcore_exceptions
    |     raise mapped_exc(message) from exc
    | httpx.ConnectError: All connection attempts failed
    +------------------------------------

2025-09-10 19:21:57 | INFO     | conversation_api.py:invoke_chat:191 | -- Received ext data: None, finished: True
2025-09-10 19:21:57 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 115 chars, ext: False, finished: True
2025-09-10 19:22:19 | INFO     | llm_api.py:list_models:36 | Received list_models request
2025-09-10 19:26:09 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 19:26:12 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 38
2025-09-10 19:26:12 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 19:26:12 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: a0f8b38e26f4...
2025-09-10 19:26:12 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 19:26:12 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 17 historical messages
2025-09-10 19:26:12 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 38 for session 0711a802-3967-42d6-a5c6-be3a98022ae3
2025-09-10 19:26:12 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '0711a802-3967-42d6-a5c6-be3a98022ae3', 'workflow_checkpoint_id': 38, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gemini-2.5-flash'}
2025-09-10 19:26:15 | INFO     | mcp_client.py:comfyui_agent_invoke:131 | -- Processing 17 messages
2025-09-10 19:26:15 | INFO     | mcp_client.py:comfyui_agent_invoke:138 | === MCP Agent Run starting ===
2025-09-10 19:26:15 | INFO     | mcp_client.py:process_stream_events:178 | Handoff to: ComfyUI-Copilot
2025-09-10 19:26:22 | INFO     | mcp_client.py:comfyui_agent_invoke:347 | Total tool results: 0
2025-09-10 19:26:22 | INFO     | mcp_client.py:comfyui_agent_invoke:357 | === End Tool Results Summary ===

2025-09-10 19:26:22 | INFO     | conversation_api.py:invoke_chat:191 | -- Received ext data: None, finished: True
2025-09-10 19:26:22 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 69 chars, ext: False, finished: True
